DESTINATIONID,Place Name,State,Tourist Location,Popularity,Review,Type,Budget
1628,Nandigama,Andhra Pradesh,Sri Durga Malleswara Swamy Varla Devasthanam,Medium,"Hindu temple, religious rituals.",Spiritual,1500
1629,Nandigama,Andhra Pradesh,Shivalayam Temple,Medium,"Hindu temple, religious rituals.",Spiritual,2000
1630,Nandigama,Andhra Pradesh,"Lord Shiva Temple, Lankapalli",Medium,"Hindu temple, religious rituals.",Spiritual,1000
1631,Nandyal,Andhra Pradesh,"Yaganti, Nandyal",Medium,"Hindu temple, religious rituals.",Spiritual,1500
1632,Nandyal,Andhra Pradesh,"Mahanandi, Nandyal",Medium,"Hindu temple, religious rituals.",Spiritual,2000
1633,Nandyal,Andhra Pradesh,"Ahobilam, Nandyal",Medium,"Hindu temple, religious rituals.",Spiritual,1000
1634,Nangloi Jat,Delhi,"Mangal Mahadev Mandir, Nangloi Jat",Medium,"Hindu temple, religious rituals.",Spiritual,1500
1635,Nangloi Jat,Delhi,"Mahavir Swami Mandir, Nangloi Jat",Medium,"Jain temple, religious rituals.",Spiritual,2000
1636,Narasaraopet,Andhra Pradesh,Kotappakonda Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1000
1637,Narasaraopet,Andhra Pradesh,Lutheran Church,Medium,"Christian church, religious significance.",Spiritual,1500
1638,Narasaraopet,Andhra Pradesh,Kanaka Durga Temple,Medium,"Hindu temple, religious rituals.",Spiritual,2000
1639,Narasaraopet,Andhra Pradesh,Chilakaluripet,Medium,"Town, urban area.",City,1000
1640,Narasaraopet,Andhra Pradesh,Repalle Bhimeswara Swamy Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1500
1641,Narsapur,Andhra Pradesh,Narasapuram Market,Medium,"Marketplace, local shopping.",City,2000
1642,Narsipatnam,Andhra Pradesh,Sangam Village,Medium,"Rural area, agricultural activities.",Village,1000
1643,Narsipatnam,Andhra Pradesh,Pandurangapura Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1500
1644,Narsipatnam,Andhra Pradesh,Sangam Jagarlamudi Kuppaiah Chetty Museum,Medium,"Museum, historical artifacts.",Unique,2000
1645,Narsipatnam,Andhra Pradesh,Chintapalli Reservoir,Medium,"Reservoir, scenic views.",Nature,1000
1646,Narsipatnam,Andhra Pradesh,Ayyappa Swamy Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1500
1647,Nashik,Maharashtra,Sula Vineyards,High,"Popular vineyard, wine tasting tours.",Nature,2000
1648,Nashik,Maharashtra,Saptashrungi,High,"Holy shrine, panoramic views.",Spiritual,1000
1649,Nashik,Maharashtra,Pandavleni Caves,Medium,"Ancient Buddhist caves, rock-cut architecture.",Historical,1500
1650,Nashik,Maharashtra,Trimbakeshwar Temple,High,"Hindu temple, religious significance.",Spiritual,2000
1651,Nashik,Maharashtra,Panchavati,Medium,"Hindu pilgrimage site, temples.",Spiritual,1000
1652,Nashik,Maharashtra,Saptashrungi Devi Temple,High,"Hindu temple, religious significance.",Spiritual,1500
1653,Navi Mumbai,Maharashtra,"Central Park, Navi Mumbai",Medium,"Urban park, recreational activities.",Nature,2000
1654,Navi Mumbai,Maharashtra,Pandavkada Falls,Medium,"Waterfall, picnic spot.",Nature,1000
1655,Navi Mumbai,Maharashtra,Karnala Bird Sanctuary,Medium,"Birdwatching, nature trails.",Nature,1500
1656,Navi Mumbai,Maharashtra,"DY Patil Stadium, Navi Mumbai",Medium,"Sports arena, events.",Entertainment,2000
1657,Navi Mumbai,Maharashtra,Gadeshwar Dam,Medium,"Scenic dam, boating.",Nature,1000
1658,Navi Mumbai,Maharashtra,Belapur Mango Garden,Medium,"Orchard, fruit tasting.",Nature,1500
1659,Navi Mumbai,Maharashtra,"Wonder Park, Navi Mumbai",Medium,"Amusement park, family-friendly.",Entertainment,2000
1660,Navi Mumbai,Maharashtra,Airoli Knowledge Park,Medium,"Educational hub, research.",Unique,1000
1661,Navi Mumbai,Maharashtra,"Sagar Vihar Garden, Navi Mumbai",Medium,"Waterfront garden, sea views.",Nature,1500
1662,Navi Mumbai,Maharashtra,Nerul Balaji Temple,Medium,"Hindu temple, religious rituals.",Spiritual,2000
1663,Navi Mumbai,Maharashtra,"Bhawani Temple, Navi Mumbai",Medium,"Hindu temple, spiritual sanctuary.",Spiritual,1000
1664,Navi Mumbai,Maharashtra,"ITC Park, Navi Mumbai",Medium,"Business park, commercial hub.",City,1500
1665,Navi Mumbai,Maharashtra,Millennium Business Park,Medium,"Business district, corporate offices.",City,2000
1666,Navsari,Gujarat,"Jalaram Temple, Navsari",Medium,"Hindu temple, religious rituals.",Spiritual,1000
1667,Navsari,Gujarat,Dandi Beach,Medium,"Beach, recreational activities.",Nature,1500
1668,Navsari,Gujarat,Wilson Hills,Medium,"Hill station, panoramic views.",Nature,2000
1669,Navsari,Gujarat,Wilson Hill,High,"Hill station, panoramic views.",Nature,1000
1670,Navsari,Gujarat,Navsari Agricultural University,Medium,"Agricultural institution, research.",City,1500
1671,Navsari,Gujarat,Shirshad Mata Temple,Medium,"Hindu temple, religious rituals.",Spiritual,2000
1672,Navsari,Gujarat,Son Kansari Temples,Medium,"Hindu temples, historical significance.",Spiritual,1000
1673,Neil Island,Andaman and Nicobar Islands,Laxmanpur Beach,Medium,"Scenic beach, sunset views.",Nature,1500
1674,Neil Island,Andaman and Nicobar Islands,Bharatpur Beach,Medium,"Coral reef, snorkeling, glass-bottom boats.",Nature,2000
1675,Neil Island,Andaman and Nicobar Islands,Sitapur Beach,Low,"Picturesque beach, sunrise views.",Nature,1000
1676,Nellore,Andhra Pradesh,Penchalakona Temple,Medium,"Hindu temple, religious pilgrimage site.",Spiritual,1500
1677,Nellore,Andhra Pradesh,Nelapattu Bird Sanctuary,Medium,"Bird sanctuary, migratory birds.",Nature,2000
1678,Nellore,Andhra Pradesh,Sri Ranganathaswamy Temple,Medium,"Hindu temple, architectural beauty.",Spiritual,1000
1679,Nellore,Andhra Pradesh,Jonnavada Kamakshi Ammavari Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1500
1680,New Delhi,Delhi,National Museum,Medium,Museum showcasing Indian art and artifacts.,City,2000
1681,Neyveli,Tamil Nadu,Neyveli Lignite Corporation,Medium,"Lignite mine, industrial area.",City,1000
1682,Neyveli,Tamil Nadu,Jwalamukhi Amman Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1500
1683,Neyveli,Tamil Nadu,Neyveli View Point,Medium,"Viewpoint, scenic views.",Nature,2000
1684,Nidadavole,Andhra Pradesh,Veera Venkata Satyanarayana Swamy Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1000
1685,Nidadavole,Andhra Pradesh,Bhogeswara Swamy Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1500
1686,Nidadavole,Andhra Pradesh,"Sivalayam Temple, Nidadavole",Medium,"Hindu temple, religious rituals.",Spiritual,2000
1687,Nidadavole,Andhra Pradesh,"Markandeya Temple, Nidadavole",Medium,"Hindu temple, religious rituals.",Spiritual,1000
1688,Nidadavole,Andhra Pradesh,Sri Markandeya Swamy Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1500
1689,Nidadavole,Andhra Pradesh,Gowthami Ghat,Medium,"Riverbank, religious rituals.",Spiritual,2000
1690,Nizamabad,Telangana,Kanteshwar Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1000
1691,Nizamabad,Telangana,Ali Sagar Lake,Medium,"Lake, recreational activities.",Nature,1500
1692,Nizamabad,Telangana,Nizamabad Fort,Medium,"Historical fort, architectural ruins.",Historical,2000
1693,Nizamabad,Telangana,Quilla Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1000
1694,Nizamabad,Telangana,"Alisagar, Nizamabad",Medium,"Lake, boating.",Nature,1500
1695,Nizamabad,Telangana,Saroornagar Lake,Medium,"Lake, recreational activities.",Nature,2000
1696,Nizamabad,Telangana,Alisagar Reservoir,High,"Picnic spot, boating, and gardens.",Nature,1000
1697,Nizamabad,Telangana,Archaeological and Heritage Museum,Medium,"Museum, historical artifacts.",City,1500
1698,Nizamabad,Telangana,Pocharam Wildlife Sanctuary,Medium,"Wildlife sanctuary, birdwatching.",Nature,2000
1699,Nizamabad,Telangana,Dharmapuri,Medium,"Historical site, pilgrimage destination.",Historical,1000
1700,Nizamabad,Telangana,Neelakanteshwara Temple,Medium,"Hindu temple, architectural beauty.",Spiritual,1500
1701,Nizamabad,Telangana,Sri Raghavendra Swamy Mutt,Medium,"Hindu mutt, religious significance.",Spiritual,2000
1702,Nizamabad,Telangana,Limbadri Gutta,Medium,"Hilltop temple, scenic beauty.",Spiritual,1000
1703,North Dumdum,West Bengal,Aadhar Chandra High School Playground,Medium,"Urban playground, recreational activities.",Nature,1500
1704,North Dumdum,West Bengal,Indian Statistical Institute,Medium,"Research institute, educational center.",City,2000
1705,Nubra Valley,Ladakh,Diskit Monastery,Medium,"Buddhist monastery, panoramic views.",Spiritual,1000
1706,Nubra Valley,Ladakh,Hunder Sand Dunes,Medium,"Sand dunes, camel safari.",Nature,1500
1707,Nubra Valley,Ladakh,Panamik Hot Springs,Medium,"Hot springs, therapeutic baths.",Nature,2000
1708,Nuzvid,Andhra Pradesh,Nuzvid Fort,Medium,"Historical fort, architectural ruins.",Historical,1000
1709,Nuzvid,Andhra Pradesh,Maharaja Vijayaram Gajapathi Raj College of Engineering,Medium,"Engineering college, educational institution.",City,1500
1710,Ongole,Andhra Pradesh,Kothapatnam Beach,Medium,"Scenic beach, relaxation spot.",Nature,2000
1711,Ongole,Andhra Pradesh,Kashi Vishweswara Swamy Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1000
1712,Ongole,Andhra Pradesh,Chennakesava Swamy Temple,Medium,"Hindu temple, architectural beauty.",Spiritual,1500
1713,Ongole,Andhra Pradesh,Kashi Vishweshwara Swamy Temple,Medium,"Hindu temple, religious rituals.",Spiritual,2000
1714,Ongole,Andhra Pradesh,Chandavaram,Medium,"Historical site, archaeological ruins.",Historical,1000
1715,Ongole,Andhra Pradesh,Kashi Vishweshwara Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1500
1716,Ongole,Andhra Pradesh,Vodarevu Beach,Medium,"Beach, recreational activities.",Nature,2000
1717,Orai,Uttar Pradesh,Garhmau Lake,Medium,"Lake, recreational activities.",Nature,1000
1718,Orai,Uttar Pradesh,Shri Shri Durga Devi Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1500
1719,Orai,Uttar Pradesh,Govind Sagar,Medium,"Lake, boating.",Nature,2000
1720,Orai,Uttar Pradesh,Nahar Singh Palace,Medium,"Historical palace, architectural beauty.",Historical,1000
1721,Osmanabad,Maharashtra,Tulja Bhavani Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1500
1722,Osmanabad,Maharashtra,Naldurg Fort,Medium,"Historical fort, panoramic views.",Historical,2000
1723,Osmanabad,Maharashtra,Paranda Fort,Medium,"Historical fort, architectural ruins.",Historical,1000
1724,Palakkad,Kerala,Silent Valley National Park,High,"National park, biodiversity hotspot.",Nature,1500
1725,Palakkad,Kerala,Palakkad Fort,Medium,"Historical fort, panoramic views.",Historical,2000
1726,Palakkad,Kerala,Malampuzha Dam,Medium,"Dam, recreational activities.",Nature,1000
1727,Palakollu,Andhra Pradesh,Ksheerarama Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1500
1728,Palakollu,Andhra Pradesh,Shrungara Ramam Temple,Medium,"Hindu temple, religious rituals.",Spiritual,2000
1729,Palakollu,Andhra Pradesh,Ksheera Ramalingeswara Swamy Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1000
1730,Palanpur,Gujarat,Palanpur Palace,Medium,"Historical palace, architectural beauty.",Historical,1500
1731,Palanpur,Gujarat,Mazar-e-Saifee,Medium,"Islamic mosque, religious rituals.",Spiritual,2000
1732,Palanpur,Gujarat,Suicide Point,Medium,"Viewpoint, panoramic views.",Nature,1000
1733,Pali,Rajasthan,Ranakpur Jain Temple,High,"Jain temple, intricate marble architecture.",Spiritual,1500
1734,Pali,Rajasthan,"Parshuram Mahadev Temple, Pali",Medium,"Hindu temple, religious rituals.",Spiritual,2000
1735,Pali,Rajasthan,Bhoraji Ka Kund,Medium,"Stepwell, architectural beauty.",Historical,1000
1736,Pali,Rajasthan,Parashuram Mahadev Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1500
1737,Pali,Rajasthan,Nimbo Ka Nath,Medium,"Hindu temple, religious rituals.",Spiritual,2000
1738,Pallavaram,Tamil Nadu,Pallavaram Perumal Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1000
1739,Pallavaram,Tamil Nadu,Pallavaram Puzhal Aeri,Medium,"Lake, recreational activities.",Nature,1500
1740,Pallavaram,Tamil Nadu,Pallavaram Ayyappan Temple,Medium,"Hindu temple, religious rituals.",Spiritual,2000
1741,Palwal,Haryana,Kamal Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1000
1742,Palwal,Haryana,Dudheshwar Nath Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1500
1743,Palwal,Haryana,Satish Dhawan Space Centre,Medium,"Space research center, educational tours.",City,2000
1744,Panaji,Goa,Basilica of Bom Jesus,High,"Old church, UNESCO World Heritage Site.",Spiritual,1000
1745,Panaji,Goa,Fontainhas,High,"Historic Latin Quarter, colorful houses.",Historical,1500
1746,Panaji,Goa,Miramar Beach Goa,Medium,"Urban beach, sunset views.",Beach,2000
1747,Panchkula,Haryana,Morni Hills,Medium,"Hill station, scenic beauty.",Nature,1000
1748,Panchkula,Haryana,Nada Sahib,Medium,"Hindu temple, religious rituals.",Spiritual,1500
1749,Panchkula,Haryana,Chattbir Zoo,Medium,"Zoo, wildlife conservation.",Wildlife,2000
1750,Panipat,Haryana,Kabuli Shah Mosque,Medium,"Historical mosque, architectural beauty.",Spiritual,1000
1751,Panipat,Haryana,Panipat Museum,Medium,Museum showcasing artifacts from battles.,City,1500
1752,Panipat,Haryana,Devi Mandir,Medium,"Hindu temple, religious rituals.",Spiritual,2000
1753,Panipat,Haryana,Devi Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1000
1754,Panipat,Haryana,Kabuli Bagh Mosque,Medium,"Historical mosque, architectural beauty.",Spiritual,1500
1755,Parbhani,Maharashtra,Shri Kshetra Dnyanganga Sanctuary,High,"Sanctuary, birdwatching.",Nature,2000
1756,Parbhani,Maharashtra,Nava Graha Temple,Medium,"Hindu temple, astrological significance.",Spiritual,1000
1757,Parbhani,Maharashtra,Jalna,Medium,"City center, shopping and dining.",City,1500
1758,Parbhani,Maharashtra,Khandoba Temple,Medium,"Hindu temple, religious rituals.",Spiritual,2000
1759,Parbhani,Maharashtra,Jawahar Gate,Medium,"Historical gate, architectural significance.",Historical,1000
1760,Parbhani,Maharashtra,Sant Janabai Temple,Medium,"Hindu temple, pilgrimage site.",Spiritual,1500
1761,Parbhani,Maharashtra,Pargao Lake,Medium,"Lake, boating, birdwatching.",Nature,2000
1762,Parbhani,Maharashtra,Bala Ganapati Temple,Low,"Hindu temple, spiritual significance.",Spiritual,1000
1763,Parbhani,Maharashtra,Dargah Hazrat Turabul Haq,High,"Sufi shrine, pilgrimage site.",Spiritual,1500
1764,Parbhani,Maharashtra,Jintur Naganath Temple,High,"Hindu temple, religious significance.",Spiritual,2000
1765,Pasighat,Arunachal Pradesh,Siang River,Medium,"River, rafting, angling.",Adventure,1000
1766,Patan,Gujarat,Sahastralinga Talav,High,"Artificial lake, architectural beauty.",Historical,1500
1767,Patan,Gujarat,Panchasara Parshwanath Jain Temple,Medium,"Jain temple, religious rituals.",Spiritual,2000
1768,Patan,Gujarat,Patan Stepwell,Medium,"Stepwell, architectural beauty.",Historical,1000
1769,Pathankot,Punjab,Mukteshwar Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1500
1770,Pathankot,Punjab,Ranjit Sagar Dam,Medium,"Dam, hydroelectric power generation.",Nature,2000
1771,Pathankot,Punjab,Nurpur Fort,Medium,"Historical fort, architectural ruins.",Historical,1000
1772,Patiala,Punjab,Baradari Gardens,Medium,"Urban park, recreational activities.",Nature,1500
1773,Patiala,Punjab,Gurudwara Dukh Niwaran Sahib,Medium,"Sikh gurdwara, religious significance.",Spiritual,2000
1774,Patiala,Punjab,Sheesh Mahal,Medium,"Palace, mirror work.",Unique,1000
1775,Patiala,Punjab,Moti Bagh Palace,Medium,"Palace, historical significance.",Historical,1500
1776,Patna,Bihar,"Golghar, Patna",High,"Historic granary, panoramic views of the city.",Historical,2000
1777,Patna,Bihar,Patna Museum,Medium,"Art and artifacts collection, historical exhibits.",City,1000
1778,Patna,Bihar,"Mahavir Mandir, Patna",Low,"Famous temple, religious significance.",Spiritual,1500
1779,Patna,Bihar,Mahatma Gandhi Setu,High,Longest river bridge in India.,Infrastructure,2000
1780,Patna,Bihar,Kumhrar,Medium,"Archaeological site, ancient ruins.",Historical,1000
1781,Patna,Bihar,Takht Sri Patna Sahib,Medium,"Sikh pilgrimage site, religious significance.",Spiritual,1500
1782,Patna,Bihar,Agam Kuan,Medium,"Ancient well, archaeological site.",Historical,2000
1783,Patna,Bihar,Sanjay Gandhi Jaivik Udyan,Medium,"Zoo, botanical garden.",Wildlife,1000
1784,Patna,Bihar,Revolutionary Museum,Medium,"Museum, showcasing India's freedom struggle.",Unique,1500
1785,Patna,Bihar,Patna Sahib Gurudwara,Medium,"Sikh pilgrimage site, religious significance.",Spiritual,2000
1786,Patna,Bihar,"Eco Park, Patna",Medium,"Public park, recreational activities.",Nature,1000
1787,Patna,Bihar,Bihar Museum,Medium,"Museum, showcasing Bihar's heritage and culture.",Unique,1500
1788,Patna,Bihar,Srikrishna Science Centre,Medium,"Science museum, interactive exhibits.",City,2000
1789,Pedana,Andhra Pradesh,Sri Veeranjaneya Swamy Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1000
1790,Pedana,Andhra Pradesh,Ravamma Thalli Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1500
1791,Pedana,Andhra Pradesh,Pedana Market,Medium,"Marketplace, local shopping.",City,2000
1792,Peddapuram,Andhra Pradesh,"Vishnu Temple, Peddapuram",Medium,"Hindu temple, religious rituals.",Spiritual,1000
1793,Peddapuram,Andhra Pradesh,Kotipalli Someswara Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1500
1794,Peddapuram,Andhra Pradesh,Peddapuram Market,Medium,"Marketplace, local shopping.",City,2000
1795,Peddapuram,Andhra Pradesh,Peddapuram Beach,Medium,"Beach, recreational activities.",Nature,1000
1796,Peddapuram,Andhra Pradesh,Korukonda Fort,Medium,"Historical fort, architectural beauty.",Historical,1500
1797,Phek,Nagaland,"Glory Peak, Phek",High,"Peak, trekking, and panoramic views.",Adventure,2000
1798,Phek,Nagaland,Phek Town Park,Medium,"Public park, recreational activities.",Nature,1000
1799,Phek,Nagaland,Khezakeno Village,High,"Naga village, cultural immersion.",Village,1500
1800,Phek,Nagaland,Zoological Park,High,"Zoological park, wildlife conservation.",Wildlife,2000
1801,Phek,Nagaland,Sungkoten Village,High,"Naga village, traditional festivals.",Village,1000
1802,Phusro,Jharkhand,Guru Gobind Singh Stadium,Medium,"Sports stadium, athletics events.",Entertainment,1500
1803,Phusro,Jharkhand,"Bhuli Dam, Phusro",Medium,"Dam, scenic views and picnics.",Nature,2000
1804,Phusro,Jharkhand,Jharkhand Dham,Medium,"Hindu temple, religious significance.",Spiritual,1000
1805,Pilibhit,Uttar Pradesh,Pilibhit Tiger Reserve,Medium,"Wildlife sanctuary, tiger conservation.",Nature,1500
1806,Pilibhit,Uttar Pradesh,Mahof Wildlife Sanctuary,Medium,"Wildlife sanctuary, birdwatching.",Nature,2000
1807,Pilibhit,Uttar Pradesh,Chuka Beach,Medium,"Beach, recreational activities.",Nature,1000
1808,Pithampur,Madhya Pradesh,Bijasan Mata Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1500
1809,Pithampur,Madhya Pradesh,Pipliyapala Regional Park,Medium,"Urban park, recreational activities.",Nature,2000
